IdAcademico,IdAlumno,IdSocial,SEMESTRE,NCURSOSMATRICULADOS,NCREDITOSMATRICULADOS,NCREDITOSAPROBADOS,NCREDITOSDESAPROBADOS,PROMEDIOPORCICLO,NOMBRESEDE,NOMBREESCUELA,UBIGEONACIMIENTO,EDAD,DIRECCION,ESTADOCIVIL,DEUDA,MODALIDADINGRESO,PUNTAJEINGRESO,TIPOCOLEGIO,LUGARCOLEGIO,ANOEGRESOCOLEGIO,SEXO
5352,569,569,2010-C,3,11,11,0,18,CUSCO,CONTABILIDAD,CUSCO,B,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5353,569,569,2011-1,6,22,22,0,16,CUSCO,CONTABILIDAD,CUSCO,B,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5354,569,569,2011-2,6,22,22,0,16,CUSCO,CONTABILIDAD,CUSCO,B,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5355,569,569,2011-3,6,22,22,0,16,CUSCO,CONTABILIDAD,CUSCO,B,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5356,569,569,2012-1,6,22,22,0,16,CUSCO,CONTABILIDAD,CUSCO,B,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5357,569,569,2012-2,6,22,22,0,16,CUSCO,CONTABILIDAD,CUSCO,B,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5358,569,569,2013-1,6,22,22,0,16,CUSCO,CONTABILIDAD,CUSCO,B,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5359,569,569,2013-2,7,21,21,0,16,CUSCO,CONTABILIDAD,CUSCO,B,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5360,569,569,2013-3,3,9,9,0,15,CUSCO,CONTABILIDAD,CUSCO,B,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5361,570,570,2010-1,6,22,14,8,12,CUSCO,CONTABILIDAD,CUSCO,C,QUILLABAMBA,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
5362,570,570,2010-2,6,22,15,7,14,CUSCO,CONTABILIDAD,CUSCO,C,QUILLABAMBA,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
5363,570,570,2010-C,3,10,10,0,15,CUSCO,CONTABILIDAD,CUSCO,C,QUILLABAMBA,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
5364,570,570,2011-1,6,22,18,4,15,CUSCO,CONTABILIDAD,CUSCO,C,QUILLABAMBA,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
5365,570,570,2011-2,6,22,18,4,12,CUSCO,CONTABILIDAD,CUSCO,C,QUILLABAMBA,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
5366,570,570,2011-3,6,22,22,0,16,CUSCO,CONTABILIDAD,CUSCO,C,QUILLABAMBA,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
5367,570,570,2012-1,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,C,QUILLABAMBA,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
5368,570,570,2012-2,6,22,22,0,16,CUSCO,CONTABILIDAD,CUSCO,C,QUILLABAMBA,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
5369,570,570,2013-1,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,C,QUILLABAMBA,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
5370,570,570,2013-2,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,C,QUILLABAMBA,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
5371,570,570,2013-3,4,12,12,0,16,CUSCO,CONTABILIDAD,CUSCO,C,QUILLABAMBA,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
5372,571,571,2010-1,6,21,21,0,15,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5373,571,571,2010-2,6,22,22,0,14,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5374,571,571,2010-C,3,12,12,0,15,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5375,571,571,2011-1,6,22,22,0,16,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5376,571,571,2011-2,6,22,22,0,17,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5377,571,571,2011-3,6,21,21,0,16,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5378,571,571,2012-1,6,22,18,4,16,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5379,571,571,2012-2,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5380,571,571,2013-1,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5381,571,571,2013-2,7,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5382,571,571,2013-3,4,12,12,0,16,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5383,572,572,2010-1,6,21,17,4,14,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5384,572,572,2010-2,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5385,572,572,2010-C,3,11,11,0,18,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5386,572,572,2011-1,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5387,572,572,2011-2,6,22,22,0,14,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5388,572,572,2011-3,6,22,18,4,14,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5389,572,572,2012-1,6,22,15,7,14,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5390,572,572,2012-2,6,21,21,0,15,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5391,572,572,2013-1,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5392,572,572,2013-2,6,21,17,4,15,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5393,572,572,2013-3,7,22,22,0,16,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5394,572,572,2014-1,2,7,7,0,15,CUSCO,CONTABILIDAD,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
5395,573,573,2010-1,6,21,17,4,14,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5396,573,573,2010-2,6,21,21,0,14,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5397,573,573,2010-C,3,11,7,4,9,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5398,573,573,2011-1,6,22,10,12,13,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5399,573,573,2011-2,6,22,18,4,13,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5400,573,573,2011-3,6,22,14,8,13,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5401,573,573,2012-1,6,22,15,7,14,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5402,573,573,2012-2,6,22,22,0,14,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5403,573,573,2013-1,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5404,573,573,2013-2,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5405,573,573,2013-3,6,22,18,4,14,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5406,573,573,2014-1,7,22,19,3,15,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5407,573,573,2014-2,4,14,11,3,13,CUSCO,CONTABILIDAD,CUSCO,A,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO
5408,574,574,2010-1,6,21,21,0,15,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5409,574,574,2010-2,6,22,22,0,14,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5410,574,574,2010-C,3,11,7,4,9,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5411,574,574,2011-1,7,22,14,8,14,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5412,574,574,2011-2,6,22,18,4,14,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5413,574,574,2011-3,6,21,21,0,14,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5414,574,574,2012-1,7,22,14,8,12,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5415,574,574,2012-2,7,21,17,4,13,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5416,574,574,2013-1,6,21,18,3,14,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5417,574,574,2013-2,7,21,21,0,16,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5418,574,574,2013-3,6,22,18,4,14,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5419,574,574,2014-1,5,22,18,4,15,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5420,574,574,2014-2,2,7,7,0,14,CUSCO,INGENIERIA CIVIL,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO
5421,575,575,2010-1,6,22,15,7,15,CUSCO,INGENIERIA CIVIL,CUSCO,C,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
5422,575,575,2010-2,6,21,21,0,16,CUSCO,INGENIERIA CIVIL,CUSCO,C,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
5423,575,575,2011-1,7,21,13,8,13,CUSCO,INGENIERIA CIVIL,CUSCO,C,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
5424,575,575,2011-2,6,22,22,0,15,CUSCO,INGENIERIA CIVIL,CUSCO,C,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
5425,575,575,2011-3,7,21,14,7,13,CUSCO,INGENIERIA CIVIL,CUSCO,C,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
5426,575,575,2012-1,6,20,20,0,15,CUSCO,INGENIERIA CIVIL,CUSCO,C,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
5427,575,575,2012-2,7,21,20,1,14,CUSCO,INGENIERIA CIVIL,CUSCO,C,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
5428,575,575,2013-1,7,22,22,0,15,CUSCO,INGENIERIA CIVIL,CUSCO,C,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
5429,575,575,2013-2,6,21,18,3,14,CUSCO,INGENIERIA CIVIL,CUSCO,C,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
5430,575,575,2013-3,5,21,10,11,11,CUSCO,INGENIERIA CIVIL,CUSCO,C,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
5431,575,575,2014-1,1,8,8,0,16,CUSCO,INGENIERIA CIVIL,CUSCO,C,SAN SEBASTIAN,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
5432,576,576,2010-1,6,21,17,4,14,CUSCO,INGENIERIA CIVIL,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5433,576,576,2010-2,7,20,20,0,15,CUSCO,INGENIERIA CIVIL,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5434,576,576,2010-C,3,11,11,0,17,CUSCO,INGENIERIA CIVIL,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5435,576,576,2011-1,5,20,20,0,15,CUSCO,INGENIERIA CIVIL,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5436,576,576,2011-2,6,21,21,0,14,CUSCO,INGENIERIA CIVIL,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5437,576,576,2011-3,6,22,22,0,15,CUSCO,INGENIERIA CIVIL,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5438,576,576,2012-1,8,22,22,0,16,CUSCO,INGENIERIA CIVIL,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5439,576,576,2012-2,7,22,18,4,15,CUSCO,INGENIERIA CIVIL,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5440,576,576,2013-1,7,22,22,0,15,CUSCO,INGENIERIA CIVIL,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5441,576,576,2013-2,6,22,22,0,16,CUSCO,INGENIERIA CIVIL,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5442,576,576,2013-3,5,21,21,0,15,CUSCO,INGENIERIA CIVIL,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,FEMENINO
5443,577,577,2010-1,7,22,22,0,15,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5444,577,577,2010-2,7,22,22,0,14,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5445,577,577,2010-C,3,9,9,0,16,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5446,577,577,2011-1,7,22,22,0,14,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5447,577,577,2011-2,5,16,16,0,14,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5448,577,577,2011-3,5,21,17,4,12,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5449,577,577,2012-1,7,22,9,13,13,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5450,577,577,2012-2,6,19,19,0,15,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5451,577,577,2013-1,7,22,22,0,14,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5452,577,577,2013-2,7,22,19,3,14,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5453,577,577,2013-3,7,22,15,7,11,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5454,577,577,2014-1,7,23,12,11,11,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5455,577,577,2014-2,3,11,11,0,14,CUSCO,TURISMO,CUSCO,B,OTROS,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5456,578,578,2010-1,6,21,13,8,13,CUSCO,CONTABILIDAD,CUSCO,B,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5457,578,578,2010-2,4,15,8,7,14,CUSCO,CONTABILIDAD,CUSCO,B,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5458,578,578,2010-C,2,7,3,4,12,CUSCO,CONTABILIDAD,CUSCO,B,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5459,578,578,2011-1,6,22,18,4,13,CUSCO,CONTABILIDAD,CUSCO,B,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5460,578,578,2011-2,6,22,8,14,10,CUSCO,CONTABILIDAD,CUSCO,B,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
5461,578,578,2011-3,6,22,15,7,13,CUSCO,CONTABILIDAD,CUSCO,B,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
